route,timesteps,collision_truck,collision_trailer,timeout,truck_lidar_collision,trailer_lidar_collision,distance_to_center_of_lane,completed
61|95,317,False,False,False,False,False,0.7912481053487663,True
61|42,313,False,False,False,False,False,0.7405075850203254,True
117|120,323,False,False,False,False,False,1.0685291821277865,True
40|42,127,False,False,False,False,True,0.15104658063747883,False
40|10,360,False,False,False,False,False,0.6547258828906567,True
34|112,305,False,False,False,False,False,0.9909565682833771,True
11|10,87,False,False,False,False,True,0.15445375783094434,False
11|3,291,False,False,False,False,False,0.8477386132372495,True
5|41,188,False,False,False,False,True,1.0568159029926065,False
97|95,362,False,False,False,False,False,0.7143865146565478,True
119|37,363,False,False,False,False,True,0.5914041418371367,False
119|103,444,False,False,False,False,True,0.7331490926172649,False
22|105,498,False,False,False,False,False,0.9450064238469741,True
22|26,667,False,False,False,False,False,1.1000996664653948,True
22|76,921,False,False,False,False,False,0.732785053959209,True
16|103,132,False,False,False,False,True,0.4896929676304746,False
16|111,430,False,False,False,False,False,0.8315211654217928,True
96|26,414,False,False,False,False,False,1.2681123420936662,True
96|76,666,False,False,False,False,False,0.7334678848591575,True
58|111,312,False,False,False,False,False,0.6338804013763433,True
31|120,438,False,False,False,False,False,1.6720716130795723,True
31|112,529,False,False,False,False,False,1.7038922024634382,True
117|112,405,False,False,False,False,False,1.220457246630817,True
117|41,512,False,False,False,False,False,1.9445029876265394,True
34|41,403,False,False,False,False,False,1.7571660179247255,True
34|43,419,False,False,False,False,False,1.6640047414981587,True
5|43,358,False,False,False,False,False,1.8287351739807785,True
5|120,500,False,False,False,False,False,2.0282713863550765,True
73|74,99,False,False,False,False,True,0.5117476028420687,False
73|37,100,False,False,False,False,True,0.5250106216107446,False
15|94,673,False,False,False,False,False,1.3925760591831378,True
15|105,735,False,False,False,False,False,0.8990040936923622,True
15|26,912,False,False,False,False,False,1.0682769487654173,True
55|94,843,False,False,False,False,False,1.087130116709642,True
55|105,886,False,False,False,False,False,0.8778011956211021,True
96|94,963,False,False,False,False,False,0.8981157146036463,True
58|74,575,False,False,False,False,False,0.8541131309300948,True
55|76,557,False,False,False,False,False,0.9236247093464879,True
31|43,299,False,False,False,False,False,1.0645662448172002,True
61|95,305,False,False,False,False,False,0.8633403881644602,True
61|42,311,False,False,False,False,False,0.6803240552715953,True
117|120,322,False,False,False,False,False,1.0074655817448668,True
40|42,120,False,False,False,False,True,0.15779355645557888,False
40|10,356,False,False,False,False,False,0.6653579372402613,True
34|112,301,False,False,False,False,False,1.0028169637317712,True
11|10,85,False,False,False,False,True,0.19224917095697946,False
11|3,289,False,False,False,False,False,0.7911958061797355,True
5|41,331,False,False,False,False,False,1.6162968162947038,True
97|95,366,False,False,False,False,False,0.7455451945881308,True
119|37,374,False,False,False,False,True,0.5816560829904177,False
119|103,449,False,False,False,False,True,0.7334923414725013,False
22|105,495,False,False,False,False,False,1.0126661716802077,True
22|26,666,False,False,False,False,False,1.1096743882559876,True
22|76,924,False,False,False,False,False,0.7490924708604477,True
16|103,130,False,False,False,False,True,0.4485565570114185,False
16|111,429,False,False,False,False,False,0.8306861471813971,True
96|26,421,False,False,False,False,False,1.2905635868208447,True
96|76,665,False,False,False,False,False,0.797328153492228,True
58|111,314,False,False,False,False,False,0.6030000984917733,True
31|120,439,False,False,False,False,False,1.6740508793497315,True
31|112,530,False,False,False,False,False,1.6855517257802244,True
117|112,407,False,False,False,False,False,1.2813134556525727,True
117|41,510,False,False,False,False,False,1.926515607722077,True
34|41,405,False,False,False,False,False,1.7398086073316323,True
34|43,427,False,False,False,False,False,1.7073102543811165,True
